Id,Name,Duration,CalcPrio,LastRun,LastResults,Verdict,Cycle,DurationGroup,TimeGroup
31,78075,61690,0,2015-02-13 16:17:00,[1],1,1,0,2
32,78097,56062,0,2015-02-13 16:17:00,[1],1,1,1,2
33,78080,55577,0,2015-02-13 16:17:00,[1],1,1,1,2
34,78094,56819,0,2015-02-13 16:17:00,[1],1,1,1,2
35,78079,59348,0,2015-02-13 16:17:00,[1],1,1,0,2
36,78098,54792,0,2015-02-13 16:17:00,[1],1,1,1,2
37,78077,59096,0,2015-02-13 16:17:00,[1],1,1,0,2
38,78092,57052,0,2015-02-13 16:17:00,[1],1,1,1,2
39,78087,56098,0,2015-02-13 16:17:00,[1],1,1,1,2
40,78095,57176,0,2015-02-13 16:17:00,[1],1,1,1,2
41,78085,55332,0,2015-02-13 16:17:00,[1],1,1,1,2
42,78091,57323,0,2015-02-13 16:17:00,[1],1,1,1,2
43,78078,58661,0,2015-02-13 16:17:00,[1],1,1,0,2
44,78084,56861,0,2015-02-13 16:17:00,[1],1,1,1,2
45,78093,57542,0,2015-02-13 16:17:00,[1],1,1,1,2
46,78081,56285,0,2015-02-13 16:17:00,[1],1,1,1,2
47,78083,57145,0,2015-02-13 16:17:00,[1],1,1,1,2
48,78090,59522,0,2015-02-13 16:17:00,[1],1,1,0,2
49,78082,57262,0,2015-02-13 16:17:00,[1],1,1,1,2
50,78086,59120,0,2015-02-13 16:17:00,[1],1,1,0,2
51,78075,61690,0,2015-02-13 16:19:00,"[1, 1]",0,1,0,2
52,78090,59522,0,2015-02-13 16:19:00,"[1, 1]",0,1,0,2
53,78074,54015,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
54,78080,55577,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
55,78076,57319,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
56,78088,63852,0,2015-02-13 16:19:00,"[1, 1]",0,1,0,2
57,78077,59096,0,2015-02-13 16:19:00,"[1, 1]",0,1,0,2
58,78087,56098,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
59,78086,59120,0,2015-02-13 16:19:00,"[1, 1]",0,1,0,2
60,78078,58661,0,2015-02-13 16:19:00,"[1, 1]",0,1,0,2
61,78084,56861,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
62,78083,57145,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
63,78082,57262,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
64,78079,59348,0,2015-02-13 16:19:00,"[1, 1]",0,1,0,2
65,78081,56285,0,2015-02-13 16:19:00,"[1, 1]",1,1,1,2
66,78089,62456,0,2015-02-13 16:19:00,"[1, 1]",0,1,0,2
67,78085,55332,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
68,78091,57323,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
69,78092,57052,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
70,78093,57542,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
71,78098,54792,0,2015-02-13 16:19:00,"[1, 1]",1,1,1,2
72,78094,56819,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
73,78095,57176,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
74,78097,56062,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
75,78096,57046,0,2015-02-13 16:19:00,"[1, 1]",0,1,1,2
76,78234,56234,0,2015-02-13 16:54:00,[],0,1,1,0
77,78284,54963,0,2015-02-13 16:54:00,[],1,1,1,0
78,78241,54977,0,2015-02-13 16:54:00,[],0,1,1,0
79,78283,54665,0,2015-02-13 16:54:00,[],1,1,1,0
80,78242,56751,0,2015-02-13 16:54:00,[],0,1,1,0
81,78281,59402,0,2015-02-13 16:54:00,[],1,1,0,0
82,78240,57381,0,2015-02-13 16:54:00,[],0,1,1,0
83,78243,55845,0,2015-02-13 16:54:00,[],0,1,1,0
84,78280,57234,0,2015-02-13 16:54:00,[],1,1,1,0
85,78279,55504,0,2015-02-13 16:54:00,[],1,1,1,0
86,78278,55764,0,2015-02-13 16:54:00,[],1,1,1,0
87,78277,55361,0,2015-02-13 16:54:00,[],1,1,1,0
88,78282,57595,0,2015-02-13 16:54:00,[],1,1,1,0
89,78285,57158,0,2015-02-13 16:54:00,[],1,1,1,0
90,78288,58444,0,2015-02-13 16:54:00,[],1,1,0,0
91,78239,57275,0,2015-02-13 16:54:00,[],0,1,1,0
92,78287,56015,0,2015-02-13 16:54:00,[],1,1,1,0
93,78276,59072,0,2015-02-13 16:54:00,[],1,1,0,0
94,78289,57466,0,2015-02-13 16:54:00,[],1,1,1,0
95,78237,58740,0,2015-02-13 16:54:00,[],0,1,0,0
96,78236,55042,0,2015-02-13 16:54:00,[],0,1,1,0
97,78290,55925,0,2015-02-13 16:54:00,[],1,1,1,0
98,78291,60362,0,2015-02-13 16:54:00,[],1,1,0,0
99,78292,55544,0,2015-02-13 16:54:00,[],1,1,1,0
100,78293,59936,0,2015-02-13 16:54:00,[],1,1,0,0
101,78235,57310,0,2015-02-13 16:54:00,[],0,1,1,0
102,78294,58425,0,2015-02-13 16:54:00,[],1,1,0,0
103,78295,54629,0,2015-02-13 16:54:00,[],1,1,1,0
104,78286,55782,0,2015-02-13 16:54:00,[],1,1,1,0
105,78275,55244,0,2015-02-13 16:54:00,[],1,1,1,0
106,78271,59205,0,2015-02-13 16:54:00,[],1,1,0,0
107,78273,54746,0,2015-02-13 16:54:00,[],1,1,1,0
108,78251,58937,0,2015-02-13 16:54:00,[],1,1,0,0
109,78253,55691,0,2015-02-13 16:54:00,[],1,1,1,0
110,78250,58901,0,2015-02-13 16:54:00,[],1,1,0,0
111,78249,55620,0,2015-02-13 16:54:00,[],1,1,1,0
112,78254,57733,0,2015-02-13 16:54:00,[],1,1,1,0
113,78248,57267,0,2015-02-13 16:54:00,[],1,1,1,0
114,78255,58286,0,2015-02-13 16:54:00,[],1,1,0,0
115,78247,60208,0,2015-02-13 16:54:00,[],1,1,0,0
116,78256,56852,0,2015-02-13 16:54:00,[],1,1,1,0
117,78257,57101,0,2015-02-13 16:54:00,[],1,1,1,0
118,78258,57786,0,2015-02-13 16:54:00,[],1,1,1,0
119,78259,56426,0,2015-02-13 16:54:00,[],1,1,1,0
120,78246,54984,0,2015-02-13 16:54:00,[],0,1,1,0
121,78274,58926,0,2015-02-13 16:54:00,[],1,1,0,0
122,78260,55928,0,2015-02-13 16:54:00,[],1,1,1,0
123,78262,55465,0,2015-02-13 16:54:00,[],1,1,1,0
124,78263,55051,0,2015-02-13 16:54:00,[],1,1,1,0
125,78264,56054,0,2015-02-13 16:54:00,[],1,1,1,0
126,78265,55599,0,2015-02-13 16:54:00,[],1,1,1,0
127,78266,57499,0,2015-02-13 16:54:00,[],1,1,1,0
128,78267,56626,0,2015-02-13 16:54:00,[],1,1,1,0
129,78268,56810,0,2015-02-13 16:54:00,[],1,1,1,0
130,78269,57451,0,2015-02-13 16:54:00,[],1,1,1,0
131,78245,56448,0,2015-02-13 16:54:00,[],0,1,1,0
132,78244,55593,0,2015-02-13 16:54:00,[],0,1,1,0
133,78270,55204,0,2015-02-13 16:54:00,[],1,1,1,0
134,78252,56140,0,2015-02-13 16:54:00,[],1,1,1,0
135,78272,55891,0,2015-02-13 16:54:00,[],1,1,1,0
136,78261,55639,0,2015-02-13 16:54:00,[],1,1,1,0
137,78233,57533,0,2015-02-13 16:54:00,[],0,1,1,0
138,78209,55956,0,2015-02-13 16:54:00,[],1,1,1,0
139,78231,57525,0,2015-02-13 16:54:00,[],0,1,1,0
140,78183,56291,0,2015-02-13 16:54:00,[],0,1,1,0
141,78182,55779,0,2015-02-13 16:54:00,[],0,1,1,0
142,78181,56434,0,2015-02-13 16:54:00,[],0,1,1,0
143,78155,55184,0,2015-02-13 16:54:00,[],1,1,1,0
144,78180,57479,0,2015-02-13 16:54:00,[],0,1,1,0
145,78179,58366,0,2015-02-13 16:54:00,[],0,1,0,0
146,78178,58936,0,2015-02-13 16:54:00,[],0,1,0,0
147,78177,56648,0,2015-02-13 16:54:00,[],1,1,1,0
148,78156,55566,0,2015-02-13 16:54:00,[],1,1,1,0
149,78176,58800,0,2015-02-13 16:54:00,[],0,1,0,0
150,78175,57176,0,2015-02-13 16:54:00,[],0,1,1,0
151,78174,59629,0,2015-02-13 16:54:00,[],1,1,0,0
152,78157,55266,0,2015-02-13 16:54:00,[],1,1,1,0
153,78184,55118,0,2015-02-13 16:54:00,[],0,1,1,0
154,78173,58233,0,2015-02-13 16:54:00,[],0,1,0,0
155,78171,57288,0,2015-02-13 16:54:00,[],0,1,1,0
156,78158,55287,0,2015-02-13 16:54:00,[],1,1,1,0
157,78170,56625,0,2015-02-13 16:54:00,[],0,1,1,0
158,78169,55875,0,2015-02-13 16:54:00,[],0,1,1,0
159,78168,60127,0,2015-02-13 16:54:00,[],0,1,0,0
160,78159,55802,0,2015-02-13 16:54:00,[],1,1,1,0
161,78167,56715,0,2015-02-13 16:54:00,[],0,1,1,0
162,78166,59311,0,2015-02-13 16:54:00,[],1,1,0,0
163,78165,54860,0,2015-02-13 16:54:00,[],1,1,1,0
164,78160,54744,0,2015-02-13 16:54:00,[],1,1,1,0
165,78164,55455,0,2015-02-13 16:54:00,[],1,1,1,0
166,78163,56846,0,2015-02-13 16:54:00,[],1,1,1,0
167,78162,54636,0,2015-02-13 16:54:00,[],1,1,1,0
168,78172,58013,0,2015-02-13 16:54:00,[],0,1,1,0
169,78154,55066,0,2015-02-13 16:54:00,[],1,1,1,0
170,78153,56034,0,2015-02-13 16:54:00,[],1,1,1,0
171,78194,56191,0,2015-02-13 16:54:00,[],1,1,1,0
172,78230,55849,0,2015-02-13 16:54:00,[],0,1,1,0
173,78229,56277,0,2015-02-13 16:54:00,[],0,1,1,0
174,78227,58674,0,2015-02-13 16:54:00,[],0,1,0,0
175,78226,57675,0,2015-02-13 16:54:00,[],0,1,1,0
176,78225,55495,0,2015-02-13 16:54:00,[],0,1,1,0
177,78224,57065,0,2015-02-13 16:54:00,[],0,1,1,0
178,78223,47346,0,2015-02-13 16:54:00,[],0,1,2,0
179,78222,55216,0,2015-02-13 16:54:00,[],0,1,1,0
180,78221,57122,0,2015-02-13 16:54:00,[],1,1,1,0
181,78296,57069,0,2015-02-13 16:54:00,[],1,1,1,0
182,78210,55374,0,2015-02-13 16:54:00,[],0,1,1,0
183,78208,57678,0,2015-02-13 16:54:00,[],0,1,1,0
184,78207,56581,0,2015-02-13 16:54:00,[],0,1,1,0
185,78206,55832,0,2015-02-13 16:54:00,[],1,1,1,0
186,78205,56787,0,2015-02-13 16:54:00,[],0,1,1,0
187,78204,56832,0,2015-02-13 16:54:00,[],0,1,1,0
188,78203,55684,0,2015-02-13 16:54:00,[],1,1,1,0
189,78202,57849,0,2015-02-13 16:54:00,[],1,1,1,0
190,78201,56895,0,2015-02-13 16:54:00,[],0,1,1,0
191,78200,56228,0,2015-02-13 16:54:00,[],0,1,1,0
192,78199,56479,0,2015-02-13 16:54:00,[],0,1,1,0
193,78198,54847,0,2015-02-13 16:54:00,[],0,1,1,0
194,78197,54525,0,2015-02-13 16:54:00,[],0,1,1,0
195,78149,56856,0,2015-02-13 16:54:00,[],1,1,1,0
196,78196,53569,0,2015-02-13 16:54:00,[],0,1,1,0
197,78150,57007,0,2015-02-13 16:54:00,[],1,1,1,0
198,78151,46704,0,2015-02-13 16:54:00,[],1,1,2,0
199,78195,58960,0,2015-02-13 16:54:00,[],1,1,0,0
200,78152,55968,0,2015-02-13 16:54:00,[],1,1,1,0
201,78232,57199,0,2015-02-13 16:54:00,[],0,1,1,0
202,78297,55960,0,2015-02-13 16:54:00,[],1,1,1,0
203,78228,56260,0,2015-02-13 16:54:00,[],0,1,1,0
204,78161,54815,0,2015-02-13 16:54:00,[],1,1,1,0
205,78298,54810,0,2015-02-13 16:54:00,[],1,1,1,0
206,78075,61690,0,2015-02-19 16:18:00,"[0, 1, 1]",1,2,0,0
207,78078,58661,0,2015-02-23 16:28:00,"[0, 1, 1]",1,3,0,0
208,78086,59120,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,1,2
209,78091,57323,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,2,2
210,78092,57052,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,2,2
211,78079,59348,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,1,2
212,78093,57542,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,1,2
213,78085,55332,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,2,2
214,78081,56285,0,2015-02-23 16:28:00,"[1, 1, 1]",1,4,2,2
215,78094,56819,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,2,2
216,78080,55577,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,2,2
217,78095,57176,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,2,2
218,78084,56861,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,2,2
219,78097,56062,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,2,2
220,78074,54015,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,2,2
221,78090,59522,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,1,2
222,78083,57145,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,2,2
223,78096,57046,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,2,2
224,78075,61690,0,2015-02-23 16:28:00,"[1, 0, 1, 1]",1,4,0,2
225,78088,63852,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,0,2
226,78098,54792,0,2015-02-23 16:28:00,"[1, 1, 1]",1,4,2,2
227,78076,57319,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,2,2
228,78087,56098,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,2,2
229,78082,57262,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,2,2
230,78089,62456,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,0,2
231,78077,59096,0,2015-02-23 16:28:00,"[0, 1, 1]",1,4,1,2
232,78084,56861,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,2,2
233,78088,63852,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,0,2
234,78076,57319,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,2,2
235,78080,55577,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,2,2
236,78095,57176,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,2,2
237,78094,56819,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,2,2
238,78077,59096,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,1,2
239,78075,61690,0,2015-02-23 16:32:00,"[1, 1, 0, 1, 1]",0,4,0,2
240,78090,59522,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,1,2
241,78079,59348,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,1,2
242,78092,57052,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,2,2
243,78087,56098,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,2,2
244,78091,57323,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,2,2
245,78086,59120,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,1,2
246,78096,57046,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,2,2
247,78078,58661,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,1,2
248,78074,54015,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",1,4,2,2
249,78089,62456,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,0,2
250,78093,57542,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,1,2
251,78085,55332,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,2,2
252,78098,54792,0,2015-02-23 16:32:00,"[1, 1, 1, 1]",1,4,2,2
253,78082,57262,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,2,2
254,78097,56062,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,2,2
255,78083,57145,0,2015-02-23 16:32:00,"[1, 0, 1, 1]",0,4,2,2
256,78081,56285,0,2015-02-23 16:32:00,"[1, 1, 1, 1]",1,4,2,2
257,78166,59311,0,2015-02-24 13:29:00,[1],0,4,1,0
258,78175,57176,0,2015-02-24 18:31:00,[0],0,5,0,2
259,78170,56625,0,2015-02-24 18:31:00,[0],0,5,0,2
260,78151,46704,0,2015-02-24 18:31:00,[1],0,5,1,2
261,78178,58936,0,2015-02-24 18:31:00,[0],0,5,0,2
262,78194,56191,0,2015-02-24 18:31:00,[1],1,5,0,2
263,78166,59311,0,2015-02-24 18:31:00,"[0, 1]",0,5,0,2
264,78196,53569,0,2015-02-24 18:31:00,[0],0,5,0,2
265,78171,57288,0,2015-02-24 18:31:00,[0],0,5,0,2
266,78177,56648,0,2015-02-24 18:31:00,[1],0,5,0,2
267,78165,54860,0,2015-02-24 18:31:00,[1],0,5,0,2
268,78195,58960,0,2015-02-24 18:31:00,[1],0,5,0,2
269,78152,55968,0,2015-02-24 18:31:00,[1],1,5,0,2
270,78159,55802,0,2015-02-24 18:31:00,[1],0,5,0,2
271,78176,58800,0,2015-02-24 18:31:00,[0],0,5,0,2
272,78181,56434,0,2015-02-24 18:31:00,[0],0,5,0,2
273,78172,58013,0,2015-02-24 18:31:00,[0],0,5,0,2
274,78149,56856,0,2015-02-24 18:31:00,[1],1,5,0,2
275,78153,56034,0,2015-02-24 18:31:00,[1],1,5,0,2
276,78198,54847,0,2015-02-24 18:31:00,[0],0,5,0,2
277,78157,55266,0,2015-02-24 18:31:00,[1],1,5,0,2
278,78158,55287,0,2015-02-24 18:31:00,[1],0,5,0,2
279,78173,58233,0,2015-02-24 18:31:00,[0],0,5,0,2
280,78154,55066,0,2015-02-24 18:31:00,[1],0,5,0,2
281,78174,59629,0,2015-02-24 18:31:00,[1],1,5,0,2
282,78150,57007,0,2015-02-24 18:31:00,[1],0,5,0,2
283,78160,54744,0,2015-02-24 18:31:00,[1],0,5,0,2
284,78163,56846,0,2015-02-24 18:31:00,[1],0,5,0,2
285,78156,55566,0,2015-02-24 18:31:00,[1],1,5,0,2
286,78179,58366,0,2015-02-24 18:31:00,[0],0,5,0,2
287,78168,60127,0,2015-02-24 18:31:00,[0],0,5,0,2
288,78182,55779,0,2015-02-24 18:31:00,[0],0,5,0,2
289,78183,56291,0,2015-02-24 18:31:00,[0],0,5,0,2
290,78164,55455,0,2015-02-24 18:31:00,[1],0,5,0,2
291,78161,54815,0,2015-02-24 18:31:00,[1],0,5,0,2
292,78167,56715,0,2015-02-24 18:31:00,[0],0,5,0,2
293,78180,57479,0,2015-02-24 18:31:00,[0],0,5,0,2
294,78169,55875,0,2015-02-24 18:31:00,[0],0,5,0,2
295,78162,54636,0,2015-02-24 18:31:00,[1],0,5,0,2
296,78199,56479,0,2015-02-24 18:31:00,[0],0,5,0,2
297,78155,55184,0,2015-02-24 18:31:00,[1],0,5,0,2
298,78184,55118,0,2015-02-24 18:31:00,[0],0,5,0,2
299,78197,54525,0,2015-02-24 18:31:00,[0],0,5,0,2
300,78256,56852,0,2015-02-24 18:32:00,[1],0,5,0,2
301,82457,55690,0,2015-02-24 18:32:00,[],0,5,0,2
302,78227,58674,0,2015-02-24 18:32:00,[0],0,5,0,2
303,78205,56787,0,2015-02-24 18:32:00,[0],0,5,0,2
304,78251,58937,0,2015-02-24 18:32:00,[1],0,5,0,2
305,82438,56181,0,2015-02-24 18:32:00,[],1,5,0,2
306,78228,56260,0,2015-02-24 18:32:00,[0],0,5,0,2
307,78274,58926,0,2015-02-24 18:32:00,[1],0,5,0,2
308,82486,58622,0,2015-02-24 18:32:00,[],1,5,0,2
309,78204,56832,0,2015-02-24 18:32:00,[0],0,5,0,2
310,82443,55994,0,2015-02-24 18:32:00,[],1,5,0,2
311,82493,54752,0,2015-02-24 18:32:00,[],0,5,0,2
312,82488,57416,0,2015-02-24 18:32:00,[],1,5,0,2
313,82428,56815,0,2015-02-24 18:32:00,[],1,5,0,2
314,82441,58132,0,2015-02-24 18:32:00,[],1,5,0,2
315,78273,54746,0,2015-02-24 18:32:00,[1],0,5,0,2
316,78232,57199,0,2015-02-24 18:32:00,[0],0,5,0,2
317,78281,59402,0,2015-02-24 18:32:00,[1],0,5,0,2
318,78231,57525,0,2015-02-24 18:32:00,[0],0,5,0,2
319,82475,55581,0,2015-02-24 18:32:00,[],0,5,0,2
320,78276,59072,0,2015-02-24 18:32:00,[1],0,5,0,2
321,78254,57733,0,2015-02-24 18:32:00,[1],0,5,0,2
322,78278,55764,0,2015-02-24 18:32:00,[1],0,5,0,2
323,82459,55209,0,2015-02-24 18:32:00,[],0,5,0,2
324,78207,56581,0,2015-02-24 18:32:00,[0],0,5,0,2
325,82440,56302,0,2015-02-24 18:32:00,[],1,5,0,2
326,78255,58286,0,2015-02-24 18:32:00,[1],0,5,0,2
327,78279,55504,0,2015-02-24 18:32:00,[1],0,5,0,2
328,78229,56277,0,2015-02-24 18:32:00,[0],0,5,0,2
329,82494,57241,0,2015-02-24 18:32:00,[],0,5,0,2
330,82426,55007,0,2015-02-24 18:32:00,[],1,5,0,2
331,84005,56263,0,2015-02-24 18:32:00,[],1,5,0,2
332,78275,55244,0,2015-02-24 18:32:00,[1],0,5,0,2
333,78252,56140,0,2015-02-24 18:32:00,[1],0,5,0,2
334,82425,54746,0,2015-02-24 18:32:00,[],1,5,0,2
335,82458,57036,0,2015-02-24 18:32:00,[],0,5,0,2
336,82474,57172,0,2015-02-24 18:32:00,[],0,5,0,2
337,78253,55691,0,2015-02-24 18:32:00,[1],1,5,0,2
338,78280,57234,0,2015-02-24 18:32:00,[1],0,5,0,2
339,82473,56452,0,2015-02-24 18:32:00,[],1,5,0,2
340,78206,55832,0,2015-02-24 18:32:00,[1],0,5,0,2
341,78230,55849,0,2015-02-24 18:32:00,[0],0,5,0,2
342,82442,56296,0,2015-02-24 18:32:00,[],1,5,0,2
343,82495,56225,0,2015-02-24 18:32:00,[],1,5,0,2
344,78277,55361,0,2015-02-24 18:32:00,[1],0,5,0,2
345,82484,56294,0,2015-02-24 18:32:00,[],0,5,0,2
346,78234,56234,0,2015-02-24 18:32:00,[0],0,5,0,2
347,82476,56199,0,2015-02-24 18:32:00,[],0,5,0,2
348,82490,55403,0,2015-02-24 18:32:00,[],1,5,0,2
349,82433,56058,0,2015-02-24 18:32:00,[],1,5,0,2
350,82449,55065,0,2015-02-24 18:32:00,[],0,5,0,2
351,82445,55643,0,2015-02-24 18:32:00,[],1,5,0,2
352,82437,55591,0,2015-02-24 18:32:00,[],1,5,0,2
353,78264,56054,0,2015-02-24 18:32:00,[1],0,5,0,2
354,82481,57078,0,2015-02-24 18:32:00,[],0,5,0,2
355,78243,55845,0,2015-02-24 18:32:00,[0],0,5,0,2
356,82480,55397,0,2015-02-24 18:32:00,[],0,5,0,2
357,82450,57149,0,2015-02-24 18:32:00,[],0,5,0,2
358,78265,55599,0,2015-02-24 18:32:00,[1],0,5,0,2
359,78242,56751,0,2015-02-24 18:32:00,[0],0,5,0,2
360,78241,54977,0,2015-02-24 18:32:00,[0],0,5,0,2
361,82432,56187,0,2015-02-24 18:32:00,[],1,5,0,2
362,78258,57786,0,2015-02-24 18:32:00,[1],0,5,0,2
363,82451,55239,0,2015-02-24 18:32:00,[],0,5,0,2
364,78263,55051,0,2015-02-24 18:32:00,[1],0,5,0,2
365,78201,56895,0,2015-02-24 18:32:00,[0],0,5,0,2
366,82446,56173,0,2015-02-24 18:32:00,[],1,5,0,2
367,82489,55602,0,2015-02-24 18:32:00,[],0,5,0,2
368,82435,56933,0,2015-02-24 18:32:00,[],1,5,0,2
369,78246,54984,0,2015-02-24 18:32:00,[0],1,5,0,2
370,78260,55928,0,2015-02-24 18:32:00,[1],0,5,0,2
371,82483,55648,0,2015-02-24 18:32:00,[],0,5,0,2
372,78244,55593,0,2015-02-24 18:32:00,[0],0,5,0,2
373,82447,56909,0,2015-02-24 18:32:00,[],1,5,0,2
374,78245,56448,0,2015-02-24 18:32:00,[0],0,5,0,2
375,78247,60208,0,2015-02-24 18:32:00,[1],0,5,0,2
376,82434,57460,0,2015-02-24 18:32:00,[],1,5,0,2
377,82482,56501,0,2015-02-24 18:32:00,[],0,5,0,2
378,78262,55465,0,2015-02-24 18:32:00,[1],0,5,0,2
379,82448,55612,0,2015-02-24 18:32:00,[],0,5,0,2
380,78261,55639,0,2015-02-24 18:32:00,[1],0,5,0,2
381,82456,56015,0,2015-02-24 18:32:00,[],0,5,0,2
382,78248,57267,0,2015-02-24 18:32:00,[1],0,5,0,2
383,78266,57499,0,2015-02-24 18:32:00,[1],0,5,0,2
384,82454,55394,0,2015-02-24 18:32:00,[],0,5,0,2
385,78235,57310,0,2015-02-24 18:32:00,[0],0,5,0,2
386,78257,57101,0,2015-02-24 18:32:00,[1],0,5,0,2
387,78250,58901,0,2015-02-24 18:32:00,[1],0,5,0,2
388,82477,54933,0,2015-02-24 18:32:00,[],0,5,0,2
389,78270,55204,0,2015-02-24 18:32:00,[1],0,5,0,2
390,82430,57141,0,2015-02-24 18:32:00,[],1,5,0,2
391,82492,55423,0,2015-02-24 18:32:00,[],0,5,0,2
392,78259,56426,0,2015-02-24 18:32:00,[1],0,5,0,2
393,78271,59205,0,2015-02-24 18:32:00,[1],0,5,0,2
394,82455,52542,0,2015-02-24 18:32:00,[],0,5,0,2
395,82429,58401,0,2015-02-24 18:32:00,[],1,5,0,2
396,78233,57533,0,2015-02-24 18:32:00,[0],0,5,0,2
