Id;Name;Duration;CalcPrio;LastRun;LastResults;Verdict;Cycle
169;78154;55066;0;2015-02-13 16:54:00;[];1;1
170;78153;56034;0;2015-02-13 16:54:00;[];1;1
171;78194;56191;0;2015-02-13 16:54:00;[];1;1
172;78230;55849;0;2015-02-13 16:54:00;[];0;1
173;78229;56277;0;2015-02-13 16:54:00;[];0;1
174;78227;58674;0;2015-02-13 16:54:00;[];0;1
175;78226;57675;0;2015-02-13 16:54:00;[];0;1
176;78225;55495;0;2015-02-13 16:54:00;[];0;1
177;78224;57065;0;2015-02-13 16:54:00;[];0;1
178;78223;47346;0;2015-02-13 16:54:00;[];0;1
179;78222;55216;0;2015-02-13 16:54:00;[];0;1
180;78221;57122;0;2015-02-13 16:54:00;[];1;1
181;78296;57069;0;2015-02-13 16:54:00;[];1;1
182;78210;55374;0;2015-02-13 16:54:00;[];0;1
183;78208;57678;0;2015-02-13 16:54:00;[];0;1
184;78207;56581;0;2015-02-13 16:54:00;[];0;1
185;78206;55832;0;2015-02-13 16:54:00;[];1;1
186;78205;56787;0;2015-02-13 16:54:00;[];0;1
187;78204;56832;0;2015-02-13 16:54:00;[];0;1
188;78203;55684;0;2015-02-13 16:54:00;[];1;1
189;78202;57849;0;2015-02-13 16:54:00;[];1;1
190;78201;56895;0;2015-02-13 16:54:00;[];0;1
191;78200;56228;0;2015-02-13 16:54:00;[];0;1
192;78199;56479;0;2015-02-13 16:54:00;[];0;1
193;78198;54847;0;2015-02-13 16:54:00;[];0;1
194;78197;54525;0;2015-02-13 16:54:00;[];0;1
195;78149;56856;0;2015-02-13 16:54:00;[];1;1
196;78196;53569;0;2015-02-13 16:54:00;[];0;1
197;78150;57007;0;2015-02-13 16:54:00;[];1;1
198;78151;46704;0;2015-02-13 16:54:00;[];1;1
199;78195;58960;0;2015-02-13 16:54:00;[];1;1
200;78152;55968;0;2015-02-13 16:54:00;[];1;1
201;78232;57199;0;2015-02-13 16:54:00;[];0;1
202;78297;55960;0;2015-02-13 16:54:00;[];1;1
203;78228;56260;0;2015-02-13 16:54:00;[];0;1
204;78161;54815;0;2015-02-13 16:54:00;[];1;1
205;78298;54810;0;2015-02-13 16:54:00;[];1;1
206;78075;61690;0;2015-02-19 16:18:00;[0, 1, 1];1;2
207;78078;58661;0;2015-02-23 16:28:00;[0, 1, 1];1;3
208;78086;59120;0;2015-02-23 16:28:00;[0, 1, 1];1;4
209;78091;57323;0;2015-02-23 16:28:00;[0, 1, 1];1;4
210;78092;57052;0;2015-02-23 16:28:00;[0, 1, 1];1;4
211;78079;59348;0;2015-02-23 16:28:00;[0, 1, 1];1;4
212;78093;57542;0;2015-02-23 16:28:00;[0, 1, 1];1;4
213;78085;55332;0;2015-02-23 16:28:00;[0, 1, 1];1;4
214;78081;56285;0;2015-02-23 16:28:00;[1, 1, 1];1;4
215;78094;56819;0;2015-02-23 16:28:00;[0, 1, 1];1;4
216;78080;55577;0;2015-02-23 16:28:00;[0, 1, 1];1;4
217;78095;57176;0;2015-02-23 16:28:00;[0, 1, 1];1;4
218;78084;56861;0;2015-02-23 16:28:00;[0, 1, 1];1;4
219;78097;56062;0;2015-02-23 16:28:00;[0, 1, 1];1;4
220;78074;54015;0;2015-02-23 16:28:00;[0, 1, 1];1;4
221;78090;59522;0;2015-02-23 16:28:00;[0, 1, 1];1;4
222;78083;57145;0;2015-02-23 16:28:00;[0, 1, 1];1;4
223;78096;57046;0;2015-02-23 16:28:00;[0, 1, 1];1;4
224;78075;61690;0;2015-02-23 16:28:00;[1, 0, 1, 1];1;4
225;78088;63852;0;2015-02-23 16:28:00;[0, 1, 1];1;4
226;78098;54792;0;2015-02-23 16:28:00;[1, 1, 1];1;4
227;78076;57319;0;2015-02-23 16:28:00;[0, 1, 1];1;4
228;78087;56098;0;2015-02-23 16:28:00;[0, 1, 1];1;4
229;78082;57262;0;2015-02-23 16:28:00;[0, 1, 1];1;4
230;78089;62456;0;2015-02-23 16:28:00;[0, 1, 1];1;4
231;78077;59096;0;2015-02-23 16:28:00;[0, 1, 1];1;4
232;78084;56861;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
233;78088;63852;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
234;78076;57319;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
235;78080;55577;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
236;78095;57176;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
237;78094;56819;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
238;78077;59096;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
239;78075;61690;0;2015-02-23 16:32:00;[1, 1, 0, 1, 1];0;4
240;78090;59522;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
241;78079;59348;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
242;78092;57052;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
243;78087;56098;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
244;78091;57323;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
245;78086;59120;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
246;78096;57046;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
247;78078;58661;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
248;78074;54015;0;2015-02-23 16:32:00;[1, 0, 1, 1];1;4
249;78089;62456;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
250;78093;57542;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
251;78085;55332;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
252;78098;54792;0;2015-02-23 16:32:00;[1, 1, 1, 1];1;4
253;78082;57262;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
254;78097;56062;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
255;78083;57145;0;2015-02-23 16:32:00;[1, 0, 1, 1];0;4
256;78081;56285;0;2015-02-23 16:32:00;[1, 1, 1, 1];1;4
257;78166;59311;0;2015-02-24 13:29:00;[1];0;4
258;78175;57176;0;2015-02-24 18:31:00;[0];0;5
259;78170;56625;0;2015-02-24 18:31:00;[0];0;5
260;78151;46704;0;2015-02-24 18:31:00;[1];0;5
261;78178;58936;0;2015-02-24 18:31:00;[0];0;5
262;78194;56191;0;2015-02-24 18:31:00;[1];1;5
263;78166;59311;0;2015-02-24 18:31:00;[0, 1];0;5
264;78196;53569;0;2015-02-24 18:31:00;[0];0;5
265;78171;57288;0;2015-02-24 18:31:00;[0];0;5
266;78177;56648;0;2015-02-24 18:31:00;[1];0;5
267;78165;54860;0;2015-02-24 18:31:00;[1];0;5
268;78195;58960;0;2015-02-24 18:31:00;[1];0;5
269;78152;55968;0;2015-02-24 18:31:00;[1];1;5
270;78159;55802;0;2015-02-24 18:31:00;[1];0;5
271;78176;58800;0;2015-02-24 18:31:00;[0];0;5
272;78181;56434;0;2015-02-24 18:31:00;[0];0;5
273;78172;58013;0;2015-02-24 18:31:00;[0];0;5
274;78149;56856;0;2015-02-24 18:31:00;[1];1;5
275;78153;56034;0;2015-02-24 18:31:00;[1];1;5
276;78198;54847;0;2015-02-24 18:31:00;[0];0;5
277;78157;55266;0;2015-02-24 18:31:00;[1];1;5
278;78158;55287;0;2015-02-24 18:31:00;[1];0;5
279;78173;58233;0;2015-02-24 18:31:00;[0];0;5
280;78154;55066;0;2015-02-24 18:31:00;[1];0;5
281;78174;59629;0;2015-02-24 18:31:00;[1];1;5
282;78150;57007;0;2015-02-24 18:31:00;[1];0;5
283;78160;54744;0;2015-02-24 18:31:00;[1];0;5
284;78163;56846;0;2015-02-24 18:31:00;[1];0;5
285;78156;55566;0;2015-02-24 18:31:00;[1];1;5
286;78179;58366;0;2015-02-24 18:31:00;[0];0;5
287;78168;60127;0;2015-02-24 18:31:00;[0];0;5
288;78182;55779;0;2015-02-24 18:31:00;[0];0;5
289;78183;56291;0;2015-02-24 18:31:00;[0];0;5
290;78164;55455;0;2015-02-24 18:31:00;[1];0;5
291;78161;54815;0;2015-02-24 18:31:00;[1];0;5
292;78167;56715;0;2015-02-24 18:31:00;[0];0;5
293;78180;57479;0;2015-02-24 18:31:00;[0];0;5
294;78169;55875;0;2015-02-24 18:31:00;[0];0;5
295;78162;54636;0;2015-02-24 18:31:00;[1];0;5
296;78199;56479;0;2015-02-24 18:31:00;[0];0;5
297;78155;55184;0;2015-02-24 18:31:00;[1];0;5
298;78184;55118;0;2015-02-24 18:31:00;[0];0;5
299;78197;54525;0;2015-02-24 18:31:00;[0];0;5
300;78256;56852;0;2015-02-24 18:32:00;[1];0;5
301;82457;55690;0;2015-02-24 18:32:00;[];0;5
302;78227;58674;0;2015-02-24 18:32:00;[0];0;5
303;78205;56787;0;2015-02-24 18:32:00;[0];0;5
304;78251;58937;0;2015-02-24 18:32:00;[1];0;5
305;82438;56181;0;2015-02-24 18:32:00;[];1;5
306;78228;56260;0;2015-02-24 18:32:00;[0];0;5
307;78274;58926;0;2015-02-24 18:32:00;[1];0;5
308;82486;58622;0;2015-02-24 18:32:00;[];1;5
309;78204;56832;0;2015-02-24 18:32:00;[0];0;5
310;82443;55994;0;2015-02-24 18:32:00;[];1;5
311;82493;54752;0;2015-02-24 18:32:00;[];0;5
312;82488;57416;0;2015-02-24 18:32:00;[];1;5
313;82428;56815;0;2015-02-24 18:32:00;[];1;5
314;82441;58132;0;2015-02-24 18:32:00;[];1;5
315;78273;54746;0;2015-02-24 18:32:00;[1];0;5
316;78232;57199;0;2015-02-24 18:32:00;[0];0;5
317;78281;59402;0;2015-02-24 18:32:00;[1];0;5
318;78231;57525;0;2015-02-24 18:32:00;[0];0;5
319;82475;55581;0;2015-02-24 18:32:00;[];0;5
320;78276;59072;0;2015-02-24 18:32:00;[1];0;5
321;78254;57733;0;2015-02-24 18:32:00;[1];0;5
322;78278;55764;0;2015-02-24 18:32:00;[1];0;5
323;82459;55209;0;2015-02-24 18:32:00;[];0;5
324;78207;56581;0;2015-02-24 18:32:00;[0];0;5
325;82440;56302;0;2015-02-24 18:32:00;[];1;5
326;78255;58286;0;2015-02-24 18:32:00;[1];0;5
327;78279;55504;0;2015-02-24 18:32:00;[1];0;5
328;78229;56277;0;2015-02-24 18:32:00;[0];0;5
329;82494;57241;0;2015-02-24 18:32:00;[];0;5
330;82426;55007;0;2015-02-24 18:32:00;[];1;5
331;84005;56263;0;2015-02-24 18:32:00;[];1;5
332;78275;55244;0;2015-02-24 18:32:00;[1];0;5
333;78252;56140;0;2015-02-24 18:32:00;[1];0;5
334;82425;54746;0;2015-02-24 18:32:00;[];1;5
335;82458;57036;0;2015-02-24 18:32:00;[];0;5
336;82474;57172;0;2015-02-24 18:32:00;[];0;5
337;78253;55691;0;2015-02-24 18:32:00;[1];1;5
338;78280;57234;0;2015-02-24 18:32:00;[1];0;5
339;82473;56452;0;2015-02-24 18:32:00;[];1;5
340;78206;55832;0;2015-02-24 18:32:00;[1];0;5
341;78230;55849;0;2015-02-24 18:32:00;[0];0;5
342;82442;56296;0;2015-02-24 18:32:00;[];1;5
343;82495;56225;0;2015-02-24 18:32:00;[];1;5
344;78277;55361;0;2015-02-24 18:32:00;[1];0;5
345;82484;56294;0;2015-02-24 18:32:00;[];0;5
346;78234;56234;0;2015-02-24 18:32:00;[0];0;5
347;82476;56199;0;2015-02-24 18:32:00;[];0;5
348;82490;55403;0;2015-02-24 18:32:00;[];1;5
349;82433;56058;0;2015-02-24 18:32:00;[];1;5
350;82449;55065;0;2015-02-24 18:32:00;[];0;5
351;82445;55643;0;2015-02-24 18:32:00;[];1;5
352;82437;55591;0;2015-02-24 18:32:00;[];1;5
353;78264;56054;0;2015-02-24 18:32:00;[1];0;5
354;82481;57078;0;2015-02-24 18:32:00;[];0;5
355;78243;55845;0;2015-02-24 18:32:00;[0];0;5
356;82480;55397;0;2015-02-24 18:32:00;[];0;5
357;82450;57149;0;2015-02-24 18:32:00;[];0;5
358;78265;55599;0;2015-02-24 18:32:00;[1];0;5
359;78242;56751;0;2015-02-24 18:32:00;[0];0;5
360;78241;54977;0;2015-02-24 18:32:00;[0];0;5
361;82432;56187;0;2015-02-24 18:32:00;[];1;5
362;78258;57786;0;2015-02-24 18:32:00;[1];0;5
363;82451;55239;0;2015-02-24 18:32:00;[];0;5
364;78263;55051;0;2015-02-24 18:32:00;[1];0;5
365;78201;56895;0;2015-02-24 18:32:00;[0];0;5
366;82446;56173;0;2015-02-24 18:32:00;[];1;5
367;82489;55602;0;2015-02-24 18:32:00;[];0;5
368;82435;56933;0;2015-02-24 18:32:00;[];1;5
369;78246;54984;0;2015-02-24 18:32:00;[0];1;5
370;78260;55928;0;2015-02-24 18:32:00;[1];0;5
371;82483;55648;0;2015-02-24 18:32:00;[];0;5
372;78244;55593;0;2015-02-24 18:32:00;[0];0;5
373;82447;56909;0;2015-02-24 18:32:00;[];1;5
374;78245;56448;0;2015-02-24 18:32:00;[0];0;5
375;78247;60208;0;2015-02-24 18:32:00;[1];0;5
376;82434;57460;0;2015-02-24 18:32:00;[];1;5
377;82482;56501;0;2015-02-24 18:32:00;[];0;5
378;78262;55465;0;2015-02-24 18:32:00;[1];0;5
379;82448;55612;0;2015-02-24 18:32:00;[];0;5
380;78261;55639;0;2015-02-24 18:32:00;[1];0;5
381;82456;56015;0;2015-02-24 18:32:00;[];0;5
382;78248;57267;0;2015-02-24 18:32:00;[1];0;5
383;78266;57499;0;2015-02-24 18:32:00;[1];0;5
384;82454;55394;0;2015-02-24 18:32:00;[];0;5
385;78235;57310;0;2015-02-24 18:32:00;[0];0;5
386;78257;57101;0;2015-02-24 18:32:00;[1];0;5
387;78250;58901;0;2015-02-24 18:32:00;[1];0;5
388;82477;54933;0;2015-02-24 18:32:00;[];0;5
389;78270;55204;0;2015-02-24 18:32:00;[1];0;5
390;82430;57141;0;2015-02-24 18:32:00;[];1;5
391;82492;55423;0;2015-02-24 18:32:00;[];0;5
392;78259;56426;0;2015-02-24 18:32:00;[1];0;5
393;78271;59205;0;2015-02-24 18:32:00;[1];0;5
394;82455;52542;0;2015-02-24 18:32:00;[];0;5
395;82429;58401;0;2015-02-24 18:32:00;[];1;5
396;78233;57533;0;2015-02-24 18:32:00;[0];0;5
397;78272;55891;0;2015-02-24 18:32:00;[1];0;5
398;78203;55684;0;2015-02-24 18:32:00;[1];0;5
399;78200;56228;0;2015-02-24 18:32:00;[0];0;5
400;78269;57451;0;2015-02-24 18:32:00;[1];0;5
401;82453;54572;0;2015-02-24 18:32:00;[];0;5
402;82479;56397;0;2015-02-24 18:32:00;[];0;5
403;78240;57381;0;2015-02-24 18:32:00;[0];0;5
404;82491;55937;0;2015-02-24 18:32:00;[];1;5
405;78267;56626;0;2015-02-24 18:32:00;[1];0;5
406;78202;57849;0;2015-02-24 18:32:00;[1];1;5
407;82452;55366;0;2015-02-24 18:32:00;[];0;5
408;78236;55042;0;2015-02-24 18:32:00;[0];0;5
409;78239;57275;0;2015-02-24 18:32:00;[0];0;5
410;78237;58740;0;2015-02-24 18:32:00;[0];0;5
411;82485;54539;0;2015-02-24 18:32:00;[];0;5
412;78268;56810;0;2015-02-24 18:32:00;[1];0;5
413;82444;55000;0;2015-02-24 18:32:00;[];1;5
414;78249;55620;0;2015-02-24 18:32:00;[1];0;5
415;82478;56793;0;2015-02-24 18:32:00;[];0;5
416;82431;55444;0;2015-02-24 18:32:00;[];1;5
417;82472;54366;0;2015-02-24 18:32:00;[];0;5
418;82427;56490;0;2015-02-24 18:32:00;[];1;5
419;82424;55886;0;2015-02-24 18:32:00;[];1;5
420;82517;56708;0;2015-02-24 18:32:00;[];1;5
421;82516;58788;0;2015-02-24 18:32:00;[];1;5
422;78290;55925;0;2015-02-24 18:32:00;[1];0;5
423;78221;57122;0;2015-02-24 18:32:00;[1];1;5
424;82469;56371;0;2015-02-24 18:32:00;[];0;5
425;78210;55374;0;2015-02-24 18:32:00;[0];0;5
426;82420;55796;0;2015-02-24 18:32:00;[];1;5
427;82515;55231;0;2015-02-24 18:32:00;[];1;5
428;78291;60362;0;2015-02-24 18:32:00;[1];0;5
429;78220;55226;0;2015-02-24 18:32:00;[];0;5
430;82514;55381;0;2015-02-24 18:32:00;[];1;5
431;82419;26714;0;2015-02-24 18:32:00;[];1;5
432;82499;57793;0;2015-02-24 18:32:00;[];0;5
433;78292;55544;0;2015-02-24 18:32:00;[1];0;5
434;82463;57649;0;2015-02-24 18:32:00;[];0;5
435;82518;55235;0;2015-02-24 18:32:00;[];1;5
436;78289;57466;0;2015-02-24 18:32:00;[1];0;5
437;82498;55408;0;2015-02-24 18:32:00;[];0;5
438;78224;57065;0;2015-02-24 18:32:00;[0];0;5
439;78286;55782;0;2015-02-24 18:32:00;[1];0;5
440;78209;55956;0;2015-02-24 18:32:00;[1];1;5
441;82523;56065;0;2015-02-24 18:32:00;[];1;5
442;78287;56015;0;2015-02-24 18:32:00;[1];0;5
443;78223;47346;0;2015-02-24 18:32:00;[0];0;5
444;82522;58512;0;2015-02-24 18:32:00;[];1;5
445;82470;56300;0;2015-02-24 18:32:00;[];0;5
446;82421;55549;0;2015-02-24 18:32:00;[];1;5
447;82521;56830;0;2015-02-24 18:32:00;[];1;5
448;78288;58444;0;2015-02-24 18:32:00;[1];0;5
449;82520;57278;0;2015-02-24 18:32:00;[];1;5
450;82462;56853;0;2015-02-24 18:32:00;[];0;5
451;82519;56380;0;2015-02-24 18:32:00;[];1;5
452;78222;55216;0;2015-02-24 18:32:00;[0];0;5
453;78219;55928;0;2015-02-24 18:32:00;[];1;5
454;82497;57982;0;2015-02-24 18:32:00;[];0;5
455;82513;54743;0;2015-02-24 18:32:00;[];1;5
456;82512;56949;0;2015-02-24 18:32:00;[];1;5
